reviewId,content,clean_content,at,score,sentimen
39cc439d-2583-4b81-9276-263551ed3840,cepat mudah dan aman,cepat mudah dan aman,2025-06-12 04:03:38,4,positif
8b292341-1c58-4587-92fc-aff821d43727,aplikasi ga jelas kirim otp aja ga bisa bisa,aplikasi ga jelas kirim otp aja ga bisa bisa,2025-06-12 03:53:55,1,negatif
8ad58f71-14e2-46ee-a0f4-1cf1f07046a1,"cara mudah kirim uang,beli pulsa,dan bayar tagihan. saldo dan transaksi aman.",cara mudah kirim uangbeli pulsadan bayar tagihan saldo dan transaksi aman,2025-06-12 03:42:23,5,positif
e3605d40-7081-41e3-84ff-4d3856ab1154,Kami sangat puas. Sangat aman dan terpecaya. Terimakasih,kami sangat puas sangat aman dan terpecaya terimakasih,2025-06-12 02:55:33,5,positif
efae1aa5-cd3d-4ce7-9d36-2cf835e88891,cepat dan aman,cepat dan aman,2025-06-12 02:41:40,5,positif
cf14e84b-da0d-47c5-b322-90d9551d59e2,dasar penipu sudah di douwlod ulang apk dana nya masih saja tidak bisa upgrade dan verifikasi.hati2 pengguna apk dana sy SDH dua kali tertipu muslihat apk dana jangan ada percaya,dasar penipu sudah di douwlod ulang apk dana nya masih saja tidak bisa upgrade dan verifikasihati pengguna apk dana sy sdh dua kali tertipu muslihat apk dana jangan ada percaya,2025-06-12 02:38:11,1,negatif
09ba604a-2286-4793-8446-2f87691a59ed,saya sudah lama menggunakan aplikasi ini dan sangat puas sekali dengan aplikasi DANA ini hanya saja di aplikasi Dana tidak menyediakan Dana pinjaman,saya sudah lama menggunakan aplikasi ini dan sangat puas sekali dengan aplikasi dana ini hanya saja di aplikasi dana tidak menyediakan dana pinjaman,2025-06-12 02:00:31,4,negatif
5ed6eac8-b40c-4b7c-ac24-9db7ac098cb6,Halo kak Cara gimana ya pindah akun dana yang gagal tapi nomer hp di aktif lagi akun dana udah premium aku udah pernah coba tapi gagal terus gmn ya udah fto ktp sama wajah tapi gagal terus kaka cara gmn ya,halo kak cara gimana ya pindah akun dana yang gagal tapi nomer hp di aktif lagi akun dana udah premium aku udah pernah coba tapi gagal terus gmn ya udah fto ktp sama wajah tapi gagal terus kaka cara gmn ya,2025-06-12 01:29:23,5,negatif
685d252d-e79a-43a7-a0d1-a9359a9b0842,aplikasi sya ga bisa kebuka udh 1 bulan gara2 salah pin jadi ini gmn kaa,aplikasi sya ga bisa kebuka udh bulan gara salah pin jadi ini gmn kaa,2025-06-12 01:24:08,2,negatif
6d589859-294a-4e1e-b39f-12381667322f,aplikasi ini tidak aman,aplikasi ini tidak aman,2025-06-12 01:16:24,1,negatif
a2255c2e-0dd5-4ba4-8961-2c88b7f76449,"""DANA Premium memudahkan transaksi saya sehari-hari. Saldo lebih besar, transfer lebih mudah,bahkan gratis untuk jumlah tertentu. Ini sangat membantu karena saya sering melakukan transaksi antar bank. dan keamanan terjamin. Rekomendasi!"".",dana premium memudahkan transaksi saya seharihari saldo lebih besar transfer lebih mudahbahkan gratis untuk jumlah tertentu ini sangat membantu karena saya sering melakukan transaksi antar bank dan keamanan terjamin rekomendasi,2025-06-12 01:04:38,5,negatif
6d3f7043-dc6e-4659-8f19-c4b17a2af0bd,"Dari smpai sekarang saya pakai dana sangat mempermudah transaksi saya dan saldo sampai sekarang untuk saldo tetap aman tanpa ada yang berkurang,, saran saya Kasih hadian buat pengguna dana yang telah banyak melakukan transaksi agar lebih menarik",dari smpai sekarang saya pakai dana sangat mempermudah transaksi saya dan saldo sampai sekarang untuk saldo tetap aman tanpa ada yang berkurang saran saya kasih hadian buat pengguna dana yang telah banyak melakukan transaksi agar lebih menarik,2025-06-12 01:04:29,5,negatif
74e270de-b9b5-4dbd-99b2-55bbca4ecfba,Saya Dah Lama Menggunakan Aplikasi ini namun kurang Nya Gk Bisa Pinjaman Di Saat Darurat 4 tahun Saya Menggunakan Dana saya Baru Kasih Nilai 2 bintang,saya dah lama menggunakan aplikasi ini namun kurang nya gk bisa pinjaman di saat darurat tahun saya menggunakan dana saya baru kasih nilai bintang,2025-06-12 00:35:10,2,negatif
5c5a7572-8e67-448b-8687-f0896a3c7113,bagus..aman..cepat,bagusamancepat,2025-06-12 00:33:58,5,positif
9c319584-20ad-46bd-9bb3-9e1635a63f5f,saya narik saldo dana bisnis.tidak bisa melulu.setelah verifikasi wajah berhasil ngeblank putih terus..di coba berkali2 tetap sama..saldo tdk bisa ketarik..klik bantuan dana robot terus jawab...gmna ini,saya narik saldo dana bisnistidak bisa melulusetelah verifikasi wajah berhasil ngeblank putih terusdi coba berkali tetap samasaldo tdk bisa ketarikklik bantuan dana robot terus jawabgmna ini,2025-06-12 00:22:36,1,negatif
bffe4129-505a-4f3d-aa56-4ed8aec21a44,sy menggunakan aplikasi ini sangat terbantu semoga aman aman sj,sy menggunakan aplikasi ini sangat terbantu semoga aman aman sj,2025-06-12 00:18:34,5,positif
3de66117-a389-4f09-af93-43680325656a,"awalnya saya sangat terbantu dengan aplikasi dana ,,tapi setelah kejadian malam tadi ,saya sangat kecewa dengan aplikasi dana , karena meskipun sudah menggunakan verifikasi wajah tetap saja saldo saya hilang gak jelas ,padahal saya tidak melakukan transaksi tersebut, sampai sekarang belum ada kejelasan",awalnya saya sangat terbantu dengan aplikasi dana tapi setelah kejadian malam tadi saya sangat kecewa dengan aplikasi dana karena meskipun sudah menggunakan verifikasi wajah tetap saja saldo saya hilang gak jelas padahal saya tidak melakukan transaksi tersebut sampai sekarang belum ada kejelasan,2025-06-12 00:17:35,1,negatif
9d8855d3-3fd7-4504-b537-1bb58ef427fe,tolong saya sudah lama menunggukan dana saya sering banget transaksi di dana tapi payah dari dulu sampai sekarang masih belum kelihatan kayak dana paylater atau apa dana cicil tidak muncul muncul padahal tidak pernah melakukan pinjaman atau apa apa kenapa tiba muncul muncul tolong di bantu lah giliran gajian masih lama kadang sukak kepepet,tolong saya sudah lama menunggukan dana saya sering banget transaksi di dana tapi payah dari dulu sampai sekarang masih belum kelihatan kayak dana paylater atau apa dana cicil tidak muncul muncul padahal tidak pernah melakukan pinjaman atau apa apa kenapa tiba muncul muncul tolong di bantu lah giliran gajian masih lama kadang sukak kepepet,2025-06-11 23:52:38,5,negatif
ccd18bbf-52c7-4e5b-9b12-35e87abacc68,dana gk bisa login,dana gk bisa login,2025-06-11 23:45:03,5,negatif
58f699c3-68f4-470d-ac70-0002615988c8,apkasi maling tanpa sepengetahuan saldo kepotong dari google. buat apa ada pin klo jebol jg,apkasi maling tanpa sepengetahuan saldo kepotong dari google buat apa ada pin klo jebol jg,2025-06-11 23:44:22,1,negatif
d3ce2545-0f0a-4c54-bff8-ff20dfc3eb29,bisa d perjelas tidak awal nya saya sebelum restat henfon saya bisa masuk akun dana saya tanpa minta kode OTP tpi setelah saya restat minta kode OTP bisa gk pihak tersebut membantu dengan leluhan yg saya miliki.....,bisa d perjelas tidak awal nya saya sebelum restat henfon saya bisa masuk akun dana saya tanpa minta kode otp tpi setelah saya restat minta kode otp bisa gk pihak tersebut membantu dengan leluhan yg saya miliki,2025-06-11 23:35:59,3,negatif
7816a719-a565-47cd-be45-611e83d880d3,kemarin masalah scan barcode tempat makan sekarang mau scan barcode gagal hp aman penyimpanan masih banyak jaringan lancar malah gagal scan barcode makanan aneh,kemarin masalah scan barcode tempat makan sekarang mau scan barcode gagal hp aman penyimpanan masih banyak jaringan lancar malah gagal scan barcode makanan aneh,2025-06-11 23:34:07,1,negatif
2fc01203-d3c9-4f3f-b3a9-8f9405282ef7,"premium sudah 3 tahun ,transaksi rajin ,, tapi fitur Dana cicil/dana instan gak pernah muncul aneh nih aplikasi scam ,, pindah gopay aja lah",premium sudah tahun transaksi rajin tapi fitur dana cicildana instan gak pernah muncul aneh nih aplikasi scam pindah gopay aja lah,2025-06-11 22:51:55,1,negatif
e19315c4-f311-411e-8eae-a94da2328b37,saya pengguna lama dana tapi sampe sekarang belum aktif dana pinjam atau paylater,saya pengguna lama dana tapi sampe sekarang belum aktif dana pinjam atau paylater,2025-06-11 22:48:45,5,negatif
b4147591-71c7-426a-9228-b8ee6e54e56e,rentan saldo hilang. Keamanan sangat buruuk sekali,rentan saldo hilang keamanan sangat buruuk sekali,2025-06-11 22:21:09,1,negatif
6a2888c5-36d4-4483-a70c-fc9651b3f0ce,ada apa ini dengan dana saya verifikasi wajah kok bisa bisa saya sampai konsultasi ke cs dan masih aja gak bisa,ada apa ini dengan dana saya verifikasi wajah kok bisa bisa saya sampai konsultasi ke cs dan masih aja gak bisa,2025-06-11 21:53:58,5,negatif
fbf45a6d-c658-4b25-b9d3-447e5875810a,dana saya kok ga ada dana instannya yah...padahal mau pinjam uang,dana saya kok ga ada dana instannya yahpadahal mau pinjam uang,2025-06-11 21:27:07,5,negatif
44eefc1d-3648-4aa5-99d0-83782a138f2a,"APLIKASI TIDAK BERGUNA, VERIFIKASI AJA SUSAH, PADAHAL NO HP MASIH AKTIF, HARUS PAKE WAJAH💩",aplikasi tidak berguna verifikasi aja susah padahal no hp masih aktif harus pake wajah,2025-06-11 20:28:11,1,negatif
23ca7a2d-d5ec-4476-b11a-25e94098a370,no saya tidaj aktif jika saya mau login saya dapat verifikasi dari mana,no saya tidaj aktif jika saya mau login saya dapat verifikasi dari mana,2025-06-11 20:02:29,5,negatif
43cb6a1d-a0d4-4843-b59f-f2957e3dd0b0,"aplikasi ini sering dibobol maling uang saya raib diambil tanpa persetujuan saya,ga aman aplikasi ini",aplikasi ini sering dibobol maling uang saya raib diambil tanpa persetujuan sayaga aman aplikasi ini,2025-06-11 19:07:34,1,negatif
44e70792-2c14-42b6-a745-78fb1bc92855,"apk yg buruk dalam keamanan sangat mudah diretas , tidak ada tanggung jawab dalam keamanan dan ketika user kehilangan saldo tidak ada ganti rugi dari pihak terkait",apk yg buruk dalam keamanan sangat mudah diretas tidak ada tanggung jawab dalam keamanan dan ketika user kehilangan saldo tidak ada ganti rugi dari pihak terkait,2025-06-11 18:39:11,1,negatif
28bcd28d-6383-4fb9-8477-0d2299beb43d,pinjam dana,pinjam dana,2025-06-11 18:38:41,3,negatif
72061401-d7d7-44b8-90db-d9fa38a00b09,"Keamanan lebih baik,, tingkatkan terus agar lebih aman dalam bertransaksi,,, DANA TOP 👍",keamanan lebih baik tingkatkan terus agar lebih aman dalam bertransaksi dana top,2025-06-11 18:11:43,5,negatif
46a17d62-e54e-4821-92c0-df64f7c5e997,"kenapa akun dana saya tidak bisa di buka dan saya mendapatkan kendala sudah 7 hari lamanya , kapan akun dana saya bisa di buka kembali",kenapa akun dana saya tidak bisa di buka dan saya mendapatkan kendala sudah hari lamanya kapan akun dana saya bisa di buka kembali,2025-06-11 17:50:45,3,negatif
dc070e4d-1c00-4950-91a7-4b6e15136adc,"Baru saja kejadian,saldo saya hilang tiba tiba tanpa saya melakukan transaksi apapun. kalo semisal saldo saya tidak kembali gak lagi lagi deh pake e wallet dana mending pindah apk e wallet yang lain aja yang lebih aman",baru saja kejadiansaldo saya hilang tiba tiba tanpa saya melakukan transaksi apapun kalo semisal saldo saya tidak kembali gak lagi lagi deh pake e wallet dana mending pindah apk e wallet yang lain aja yang lebih aman,2025-06-11 17:31:40,1,negatif
7ed0e846-23df-4ee2-8213-1d0000f1b096,"udah tahunan A+ reward gw g bisa diakses, stiap klaim bilangnya masalah keamanan",udah tahunan a reward gw g bisa diakses stiap klaim bilangnya masalah keamanan,2025-06-11 17:19:27,1,negatif
9cc19393-0ac7-4e0f-9f77-5523a252f3fc,"saya lama menggunakan DANA tapi baru kali ini saldo tiba"" hilang sendiri ntah kemana tiba ada transaksi padahal saya tidak melakukannya , pakai pusat bantuan gak ada respon sama sekali sudah kirim bukti juga saldo gak kembali nb: untuk pengguna DANA waspada DANA sudah tidak aman lagi mending pakai selain DANA",saya lama menggunakan dana tapi baru kali ini saldo tiba hilang sendiri ntah kemana tiba ada transaksi padahal saya tidak melakukannya pakai pusat bantuan gak ada respon sama sekali sudah kirim bukti juga saldo gak kembali nb untuk pengguna dana waspada dana sudah tidak aman lagi mending pakai selain dana,2025-06-11 17:16:54,1,negatif
05b6a926-3051-4a7f-8a60-5cde58c27594,aman terpercaya trimakasih,aman terpercaya trimakasih,2025-06-11 16:37:21,5,positif
c0b5be5d-128a-4034-9345-e47459f0be1b,tidak aman untuk simpan uang transaksi gajelas makin banyak tidak bertanggung jawab,tidak aman untuk simpan uang transaksi gajelas makin banyak tidak bertanggung jawab,2025-06-11 16:23:13,1,negatif
8699373d-4c2f-4bb2-b82d-b93e8f56e34c,dana sekarang susah login masa saya pin udah bener malah giliran verifikasi wajah malah gagal mulu,dana sekarang susah login masa saya pin udah bener malah giliran verifikasi wajah malah gagal mulu,2025-06-11 16:15:32,2,negatif
f6a1b8c7-e16f-47c4-a22f-2ce2863ea10c,mau reset pin gak bisa log in gak bisa,mau reset pin gak bisa log in gak bisa,2025-06-11 16:06:50,1,negatif
f98d2b28-a618-460e-b44e-ca5bb34ad0d8,Uang Gampang Hilang Kena Scam Walau Tanpa Kode OTP... Susah Sekali Untuk Klam Pengembalian Dana,uang gampang hilang kena scam walau tanpa kode otp susah sekali untuk klam pengembalian dana,2025-06-11 15:56:19,1,negatif
235fa267-5609-44fc-aba5-c86d6b8a854c,"Sengaja saya beri bintang 5 supaya terbaca, tolong buat Aplikasi Dana, Untuk fitur Dana cicil dan Dana pinjam,di terbitkan ke semua pengguna Dana, jangan di pilih pilih, Saya telah menggunakan Aplikasi sangat lama,dan aktif di Aplikasi Dana, namun sampai sekarang fitur Dana cicil dan Dana pinjam tidak muncul juga,TOLONG SEGERA TERBITKAN FITUR DANA CICIL,MERATA KE SELURUH PENGGUNA DANA",sengaja saya beri bintang supaya terbaca tolong buat aplikasi dana untuk fitur dana cicil dan dana pinjamdi terbitkan ke semua pengguna dana jangan di pilih pilih saya telah menggunakan aplikasi sangat lamadan aktif di aplikasi dana namun sampai sekarang fitur dana cicil dan dana pinjam tidak muncul jugatolong segera terbitkan fitur dana cicilmerata ke seluruh pengguna dana,2025-06-11 15:26:44,5,negatif
4f5a4bbf-5ae8-409a-bc49-af2da93a51a0,kok sekarang dana ku nggak bisa di bukak karna verifikasi wajah,kok sekarang dana ku nggak bisa di bukak karna verifikasi wajah,2025-06-11 15:15:41,2,negatif
92f19dbd-2aa2-48fa-8f5d-7f4da9592cc1,keamanan kurang,keamanan kurang,2025-06-11 15:11:40,2,positif
c47547d3-a78d-4904-851b-c6aaccecfc44,"aman dan nyaman bos, pake DANA",aman dan nyaman bos pake dana,2025-06-11 14:58:00,5,negatif
e46eae1e-bcf7-4a99-9f04-cbb47881c87f,"saldo saya hilang 1jt di phising,agen sama customer service tidak mau bertanggung jawab..gak cuma 1 kali aku bgini,,sdh skitar 4 kali tapi tetap gak ada penyelesaian lebih lanjut dari pihak dana,,gua saranin mending hapus dah aplikasi dana gak aman..gua dh rugi banyak di sini..mulai detik ini aplikasi dana ku uninstal dan gak bakal pernah pakai lagi..kecewa berat gua",saldo saya hilang jt di phisingagen sama customer service tidak mau bertanggung jawabgak cuma kali aku bginisdh skitar kali tapi tetap gak ada penyelesaian lebih lanjut dari pihak danagua saranin mending hapus dah aplikasi dana gak amangua dh rugi banyak di sinimulai detik ini aplikasi dana ku uninstal dan gak bakal pernah pakai lagikecewa berat gua,2025-06-11 14:49:03,1,negatif
e467c145-0a9c-430f-937a-9c8d710d2707,makin males pakai dana ribet ketika diminta verifikasi scan viz wajah,makin males pakai dana ribet ketika diminta verifikasi scan viz wajah,2025-06-11 14:01:28,1,negatif
f06b5ee9-9663-4874-8415-ed145f585739,sangat baik. dan saya merasa aman dan nyaman🥰,sangat baik dan saya merasa aman dan nyaman,2025-06-11 13:59:16,5,positif
757a7f67-c866-404f-b2f6-4295520651f8,kenapa harus memverifikasi wajah dan saya kesulitan loginnya di akun saya!!!? maaf rate 1,kenapa harus memverifikasi wajah dan saya kesulitan loginnya di akun saya maaf rate,2025-06-11 13:40:56,1,negatif
a35d07db-ea1a-4051-9810-1ea9c2cef2dd,"aplikasi rusak uang 400 ribu ilang gajelas. bisa bisanya kebobolan tanpa ada verifikasi. aplikasi berkedok maling kah? ngehubungin customer service malah gajelas jawabannya. mnding gausa pake aplikaasi maling ini deh, cuma kasih saran aja",aplikasi rusak uang ribu ilang gajelas bisa bisanya kebobolan tanpa ada verifikasi aplikasi berkedok maling kah ngehubungin customer service malah gajelas jawabannya mnding gausa pake aplikaasi maling ini deh cuma kasih saran aja,2025-06-11 13:39:23,1,positif
da92e831-d498-46ca-8b66-6a8d8cff987a,"ga bisa login ke akun ,, gabisa verifikasi.. ada cara lain ?",ga bisa login ke akun gabisa verifikasi ada cara lain,2025-06-11 13:09:36,2,negatif
c87d9aaf-20db-4d82-bebd-45358a53a28c,Mudah dan Aman... terimakasih,mudah dan aman terimakasih,2025-06-11 13:03:35,5,positif
0807641f-5097-4c1e-b006-319426c12765,saya ingin reset pin tapi belum di tanggapi hingga sekarang sudah 2 minggu,saya ingin reset pin tapi belum di tanggapi hingga sekarang sudah minggu,2025-06-11 12:18:48,3,negatif
c7253c47-ff30-4ee2-a947-f7d709dd7a40,ribet bgt pindah akun premium klo akun dana nya 2 kan udh ad KTP sma verifikasi wajah ngapain nunggu lma lgi bru bisa pindahin dana premium!!,ribet bgt pindah akun premium klo akun dana nya kan udh ad ktp sma verifikasi wajah ngapain nunggu lma lgi bru bisa pindahin dana premium,2025-06-11 11:51:17,3,negatif
c770b3b7-9263-44e5-8697-6e874a76f44d,NOMOR REKENING DANA SELALU GAGAL MENERIMA TRANSFER UANG PENDAPATAN YOUTUBE/GOOGLE ADSENSE UNTUK VERIFIKASI!!!!!! APLIKASI DANA JELEK!!!!!,nomor rekening dana selalu gagal menerima transfer uang pendapatan youtubegoogle adsense untuk verifikasi aplikasi dana jelek,2025-06-11 11:43:33,1,negatif
a3a34789-2ea3-4288-8e33-66f84d930ede,"awalnya make dana ini aman² aja ...tapi, kenapa belakang ini akses transaksi gk bisa dilihat, fitur tari tunai gk bisa dibuka...selalu loading..balik ke beranda, dan fitur tanya ""diana"" itu selalu gak nyambung...yg ditanya apa, yg jawab apa. mohon diperbaiki lagi, dan fitur² nya tolong jangan sampai eror lagi...",awalnya make dana ini aman aja tapi kenapa belakang ini akses transaksi gk bisa dilihat fitur tari tunai gk bisa dibukaselalu loadingbalik ke beranda dan fitur tanya diana itu selalu gak nyambungyg ditanya apa yg jawab apa mohon diperbaiki lagi dan fitur nya tolong jangan sampai eror lagi,2025-06-11 11:41:55,1,negatif
60b3c2e5-8048-4912-8f00-22a4c409c81b,"tidak dapat login, padahal nomor tetap sama. penipuan penguras saldo.",tidak dapat login padahal nomor tetap sama penipuan penguras saldo,2025-06-11 11:14:55,1,negatif
5e4757f9-11ba-4e39-b5de-52a243947650,aplikasi ga jelas untuk proses penggantian nomor sangat lambat untuk pemindahan saldo juga tidak ada aplikasi rusak sebelum ngisi saldo bisa login giliran saldo udah masuk malah ga bisa login,aplikasi ga jelas untuk proses penggantian nomor sangat lambat untuk pemindahan saldo juga tidak ada aplikasi rusak sebelum ngisi saldo bisa login giliran saldo udah masuk malah ga bisa login,2025-06-11 11:06:05,1,negatif
eee341f8-4433-4341-b71a-cca5352e39d6,"tidak bisa login, diminta kode OTP, nomor nya sudah tidak aktif.. adakah cara login tanpa OTP",tidak bisa login diminta kode otp nomor nya sudah tidak aktif adakah cara login tanpa otp,2025-06-11 10:54:50,1,negatif
fdce6781-6823-4804-9a2e-990923a4624d,plis lah dana kalo mau beli di e-commerce gitu pake dana gak usah verifikasi aja soalnya suka relog Sampek sekarang duit ku di dana belum ke pake apa apa karna pas verif ngulang dari awal Mulu.,plis lah dana kalo mau beli di ecommerce gitu pake dana gak usah verifikasi aja soalnya suka relog sampek sekarang duit ku di dana belum ke pake apa apa karna pas verif ngulang dari awal mulu,2025-06-11 10:50:50,1,negatif
3d5e5421-d224-4b0d-9bf8-3ba96453c03a,"ini gk tau kenapa, saya udah login malah di suruh login lagi.",ini gk tau kenapa saya udah login malah di suruh login lagi,2025-06-11 10:37:21,3,negatif
c7ea3917-c08c-46f2-b8e2-2c1128b28028,dana makin lama makin berbahaya . banyak uang hilang dan banyak transaksi bodong Tanpa verifikasi sandi,dana makin lama makin berbahaya banyak uang hilang dan banyak transaksi bodong tanpa verifikasi sandi,2025-06-11 10:33:30,1,negatif
646ff674-e51c-4e68-bf3d-1414bc9b3603,SISTEM NYA RUSAK ORANG LOGIN TAK MAU NIH TOLONG PERBAIKIN LAGI YA SISTEM NYA,sistem nya rusak orang login tak mau nih tolong perbaikin lagi ya sistem nya,2025-06-11 10:27:34,2,negatif
324e7573-63c5-4c7c-a94c-ea06378efc82,cukup nyaman,cukup nyaman,2025-06-11 09:56:17,5,positif
13ce770a-33e8-4fc0-9d49-c2c7e6619763,"tolong tingkatkan keamaanan akun , agar lebih aman menyimpan uang jumlah besar",tolong tingkatkan keamaanan akun agar lebih aman menyimpan uang jumlah besar,2025-06-11 09:23:14,4,positif
96c9aba1-cb57-4f32-ba4f-06b8cdd2b101,semoga tetap menjaga keamanan,semoga tetap menjaga keamanan,2025-06-11 09:12:30,5,positif
8105f0ef-2622-4418-9648-f269223ca014,memuaskan kualitas jamin. amanah. aman pokoknya,memuaskan kualitas jamin amanah aman pokoknya,2025-06-11 09:09:56,5,positif
86887be9-9f52-47c3-aded-e207e3161e47,"parah ga guna bnget, udah beli paketan saldo kepotong tpi paketan ga masuk :)) mending pindah kesebelah",parah ga guna bnget udah beli paketan saldo kepotong tpi paketan ga masuk mending pindah kesebelah,2025-06-11 08:51:34,1,negatif
79eaf71b-3965-4e7e-a953-d4cb1d8244ae,Alhamdulillah aman dan amanah,alhamdulillah aman dan amanah,2025-06-11 08:40:31,5,positif
a5af5c20-d3be-4d41-8f4d-589d177f6459,napa pas mau buka apk nya harus login lagi woy dan juga pas verif face malah stuck ga bisa di apa apain,napa pas mau buka apk nya harus login lagi woy dan juga pas verif face malah stuck ga bisa di apa apain,2025-06-11 07:47:48,5,negatif
8f07f2b0-d7e7-41e8-8d66-0482536ea8bb,apa ini kenapa saat terdesah butuh sangat dana .. tidak ada sama sekali fitur pinjama... ya Allah.. semoga bulan depan dapet buat bantu kekurangan persalinan istri lahiran😔,apa ini kenapa saat terdesah butuh sangat dana tidak ada sama sekali fitur pinjama ya allah semoga bulan depan dapet buat bantu kekurangan persalinan istri lahiran,2025-06-11 07:42:59,5,negatif
d18a4492-9530-4df7-88f5-fa089ee450d7,"jelek bgd susah login mana ada duitnya, gimana dong",jelek bgd susah login mana ada duitnya gimana dong,2025-06-11 07:35:17,1,negatif
ef055edc-e185-435c-b81c-cd1f1d828abf,kerap kehilangan jaringan internet di aplikasi ini sementara di aplikasi lain nya aman aman saja,kerap kehilangan jaringan internet di aplikasi ini sementara di aplikasi lain nya aman aman saja,2025-06-11 06:19:35,5,negatif
883fd1bd-7634-491d-bde2-65b3d1bd7771,cepat dan aman,cepat dan aman,2025-06-11 06:12:28,5,positif
a2fbb3b2-b210-4179-abd4-28fe5949ae31,Semoga amanah,semoga amanah,2025-06-11 06:11:41,5,positif
bd8ae596-82e6-4ee5-8b3b-b5c2af0b3c01,Aplikasi gajelas mau login aja internet eror Mulu Padahal jaringan bagus hdehj,aplikasi gajelas mau login aja internet eror mulu padahal jaringan bagus hdehj,2025-06-11 06:06:27,1,positif
7ee1a7c6-870e-43d6-bb28-fde79477ddf8,"Sekedar saran setiap mau masuk ke Aplikasi Dana paling tidak ada verifikasi pin atau kata sandi, jangan langsung masuk ke menu beranda.",sekedar saran setiap mau masuk ke aplikasi dana paling tidak ada verifikasi pin atau kata sandi jangan langsung masuk ke menu beranda,2025-06-11 05:42:51,5,negatif
345252a0-7239-40df-86a2-421e925a98bb,parah dana sekarang ini minta kode verifikasi terus sudah tau kartu saya sudah gak ada lagi,parah dana sekarang ini minta kode verifikasi terus sudah tau kartu saya sudah gak ada lagi,2025-06-11 05:39:35,1,negatif
f6fa718d-168c-43ec-bfbd-c1f0e7249399,aplikasi gila. akun gua di hack org jing.. duit habis.. jgn mau lg pake dana. keamanan rendah bgt kocak,aplikasi gila akun gua di hack org jing duit habis jgn mau lg pake dana keamanan rendah bgt kocak,2025-06-11 05:36:32,1,negatif
5eacd067-cea2-483c-ac36-bc5fd0c4eb8b,"untuk DANA ya dan developer kenapa ya sering terjadi kesalahpahaman,padahal saya mencoba untuk bertransaksi kenapa akun saya di bekukan, aktivitas mencurigakan tidak bisa di buka dan chat DIANA tidak bisa di buka, padahal saya sudah clear data dan reset ponsel dan juga sudah verifikasi wajah saya,saya tau dana itu ketat dengan pengamanannya sampai² orang aslinya juga kena(dibekukan),Jadi percuma saja dong klo muka kita di verifikasi tetapi tidak ad hasil,jadi muka kita tuh ditaruh dimana,😂😂",untuk dana ya dan developer kenapa ya sering terjadi kesalahpahamanpadahal saya mencoba untuk bertransaksi kenapa akun saya di bekukan aktivitas mencurigakan tidak bisa di buka dan chat diana tidak bisa di buka padahal saya sudah clear data dan reset ponsel dan juga sudah verifikasi wajah sayasaya tau dana itu ketat dengan pengamanannya sampai orang aslinya juga kenadibekukanjadi percuma saja dong klo muka kita di verifikasi tetapi tidak ad hasiljadi muka kita tuh ditaruh dimana,2025-06-11 05:31:13,1,negatif
9407108a-24e7-499d-befe-116d2771fb07,gw di dana saldonya kekuras terus sama hacker keamanannya kurang GAK LAGI PAKE DANA RUGI 500K DIKIRA KECIL APA,gw di dana saldonya kekuras terus sama hacker keamanannya kurang gak lagi pake dana rugi k dikira kecil apa,2025-06-11 05:26:38,1,negatif
5eb233c2-5793-4ca9-aa78-271abef1756b,hari gini kirim otp via SMS di mana2 tuh via WA orang tuh jarang beli pulsa kebanyakan orang beli paketan data masa untuk dapat kode otp saya harus bela2 in beli pulsa dulu berarti aplikasi dana ga punya aplikasi WA bisnis,hari gini kirim otp via sms di mana tuh via wa orang tuh jarang beli pulsa kebanyakan orang beli paketan data masa untuk dapat kode otp saya harus bela in beli pulsa dulu berarti aplikasi dana ga punya aplikasi wa bisnis,2025-06-11 04:57:11,1,negatif
707c4308-1706-44a9-bd2d-fa778dac1b36,selalu gak bisa login udah 2 hari,selalu gak bisa login udah hari,2025-06-11 04:47:45,1,negatif
a858ee28-b762-4054-9b49-4a6508b978dc,"udah update clear cache, tetep gak bisa login, tolong bantu saya",udah update clear cache tetep gak bisa login tolong bantu saya,2025-06-11 04:43:05,1,negatif
f8931016-8eb5-42f4-ad53-27795693b16d,maling berkedok aplikasi saldo saya hilang dengan sendiri nya . katanya di dana aman tapi akun saya melakukan transfer dengen sendiri dan tanpa ada nama penerima sama sekali. lumayan gede si 600 tapi ga iklas kalo dengan cara seperti ini . yu sama sama laporin aplikasi ini,maling berkedok aplikasi saldo saya hilang dengan sendiri nya katanya di dana aman tapi akun saya melakukan transfer dengen sendiri dan tanpa ada nama penerima sama sekali lumayan gede si tapi ga iklas kalo dengan cara seperti ini yu sama sama laporin aplikasi ini,2025-06-11 04:17:07,1,negatif
bf81516a-4755-46b7-a188-359cf92613c1,1 minggu coba bagus tidak ada kendala...semoga aman dan lancar seterusnya..tidak ada gangguan,minggu coba bagus tidak ada kendalasemoga aman dan lancar seterusnyatidak ada gangguan,2025-06-11 03:55:37,5,positif
8ffcb0a3-3d5b-4e95-99e8-27abb1f2a201,gak jelas tiba2 uang hilang tanpa persetujuan tanpa ada masukin pin keamanan nya gak jelas giliran minta di proses refund di tolak,gak jelas tiba uang hilang tanpa persetujuan tanpa ada masukin pin keamanan nya gak jelas giliran minta di proses refund di tolak,2025-06-11 03:14:41,1,negatif
